100atm,,60atm,,20atm,,1atm,
X,Y,X,Y,X,Y,X,Y
3.571086592928566,0.09011232783865197,3.9167424691812585,1.7617041453967075,2.091305760538603,3.6682672224009223,9.23202961197029,5.9976827679245845
4.731369291052488,0.3340519559659626,6.75571382938557,2.0730008933448176,2.8872484809907633,3.93932121850758,33.64892291280654,5.999653770768829
4.772474314174474,0.5328358477836773,10.704676514727453,2.3850281896584136,8.48479766501572,4.173131572452235,58.06700520191498,6.007374720897055
7.263065033335749,0.7695200656479367,17.413389970256958,2.6252414605987062,13.339134814815623,4.390893528884674,82.48338893634889,6.006881460619592
14.05053197634652,1.1222258270480778,30.780743489512645,2.863513079719529,27.810672017684567,4.601809941958859,106.8997726707828,6.006388200342129
17.883731083312853,1.3216860833371626,50.797191195224286,3.053679184540901,48.92861119785039,4.751601317240572,131.31615640521682,6.005894940064666
36.04382130799547,1.4798199099024893,75.24194079272172,3.1903632380384717,73.36333932276852,4.839821529344569,155.73254013965072,6.0054016797872025
57.168639634592864,1.6628788373272503,99.67751819497698,3.282690555345314,97.79110337352131,4.894363478785233,180.14892387408463,6.004908419509738
81.6133892320903,1.7995628908248218,124.10732051133914,3.3470895572728074,122.21513060399025,4.930834165333377,204.56530760851854,6.004415159232275
106.04964605621535,1.8951758922939388,148.53338600741756,3.393417296307781,146.63728942431737,4.9582692204352625,228.98169134295256,6.003921898954812
130.4801277944474,1.9628605783837085,172.95724338241916,3.429066561815357,171.05859896730726,4.981597170334302,253.39807507738647,6.003428638677349
154.90704256786296,2.0132954226215274,197.37991176914852,3.458965880038949,195.47804010015523,4.995889488787082,277.8144588118204,6.002935378399886
179.33191907566913,2.053873214372518,221.8008816012035,3.480650987856851,219.8974812330032,5.010181807239862,302.2308425462543,6.002442118122422
203.75407789599626,2.0813082694744027,246.22117201138883,3.4990504115124756,244.31607308851392,5.020367020489796,326.6472262806883,6.001948857844959
228.17504772805125,2.102993377292304,270.6406131442367,3.5133427299652555,268.73500465495954,5.032195075820869,351.0636100151222,6.001455597567496
252.59499842730156,2.1197499588667914,295.0598844216172,3.5268136273774666,293.1525773776656,5.03745176282739,375.4799937495561,6.000962337290033
277.01376013827974,2.130756593157295,319.4769475779209,3.5296060512622787,317.5704898113065,5.044351291915048,399.89637748399,6.0004690770125695
301.432182138323,2.140120385366661,343.8950298670294,3.5373270013905063,341.98874195588235,5.052893663083845,424.31276121842404,5.999975816735105
325.85043428289896,2.1486627565354572,368.3127724452029,3.5434051094375953,366.4066543895234,5.059793192171503,448.72914495285795,5.999482556457642
350.2676672946701,2.1522766014608394,392.73051502337637,3.5494832174846853,390.8233778348922,5.060942773975177,473.14552868729186,5.998989296180179
374.684051029104,2.1517833411833758,417.14740832421273,3.5514542203289294,415.2397615693261,5.060449513697714,497.56191242172576,5.998496035902716
399.1004347635379,2.1512900809059126,441.56379205864664,3.550960960051466,439.6571644365647,5.0648847796636645,521.9782961561598,5.9980027756252525
423.51681849797194,2.1507968206284493,465.98017579308055,3.550467699774003,464.07439744833596,5.068498624589047,546.3946798905937,5.997509515347789
447.93320223240585,2.150303560350986,490.39655952751446,3.54997443949654,488.4909510382373,5.068826785352154,570.8110636250276,5.997016255070326
472.3483969785676,2.1440603527895394,514.8129432619485,3.5494811792190766,512.9071649172038,5.067512104034121,595.2274473594614,5.996522994792863
496.76376158019684,2.138638566268661,539.2293269963824,3.5489879189416134,537.3235486516377,5.0670188437566575,619.6438310938954,5.9960297345154
521.1786166154238,2.1307525166260763,563.6457107308163,3.5484946586641493,561.7414610852787,5.073918372844316,644.0602148283292,5.9955364742379365
545.5933017951833,2.1220450459429223,588.0620944652501,3.548001398386686,586.1600529407892,5.084103586094251,668.4765985627632,5.995043213960473
570.0095156741497,2.1207303646248903,612.4784781996841,3.547508138109223,610.5764366752232,5.083610325816787,692.8929822971972,5.994549953683009
594.4255596976489,2.118594262266289,636.8948619341179,3.5470148778317596,634.9928204096573,5.083117065539324,717.309366031631,5.994056693405546
618.8404147328758,2.110708212623704,661.3112456685519,3.5465216175542964,659.4092041440911,5.082623805261861,741.7257497660651,5.993563433128083
643.2550999126352,2.1020007419405493,685.7276294029859,3.546028357276833,683.8255878785251,5.082130544984397,766.1421335004991,5.9930701728506195
667.6699549478622,2.0941146922979645,710.1440131374197,3.54553509699937,708.2419716129591,5.081637284706934,790.5585172349329,5.992576912573156
692.0858291158938,2.0911571688987944,734.5603968718538,3.5450418367219068,732.6583553473929,5.081144024429471,814.9749009693669,5.992083652295693
716.5015334284578,2.087378224459055,758.9767806062878,3.5445485764444435,757.0747390818269,5.080650764152008,839.3912847038007,5.99159039201823
740.9167281746197,2.081135016897608,783.3931643407216,3.5440553161669803,781.4911228162607,5.080157503874545,863.8076684382347,5.991097131740767
765.3329420535863,2.079820335579576,807.8095480751556,3.543562055889517,805.9075065506947,5.079664243597081,888.2240521726687,5.990603871463303
789.7464382450735,2.0653629176124384,832.2259318095894,3.543068795612053,830.3238902851288,5.079170983319618,912.6404359071025,5.99011061118584
814.1621425576377,2.0615839731726986,856.6423155440234,3.54257553533459,854.7402740195625,5.078677723042155,937.0568196415365,5.989617350908376
838.578356436604,2.0602692918546666,881.0586992784574,3.5420822750571266,879.1566577539966,5.078184462764691,961.4732033759706,5.989124090630913
862.9930416163636,2.051561821171512,905.4750830128912,3.5415890147796634,903.5730414884306,5.077691202487228,978.1207377403573,5.98878777680537
887.4084062179929,2.046140034650634,929.8914667473252,3.5410957545022,927.9894252228644,5.077197942209764,,
911.8239406750895,2.041539669170326,954.3078504817593,3.540602494224737,952.4058089572984,5.076704681932301,,
936.2403244095235,2.041046408892863,974.2848917190233,3.540198917634085,975.7123570674398,5.076233842576541,,
959.5468725196649,2.0405755695371024,,,,,,
